# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MEI1	ENSG00000167077	ENST00000401548	protein_coding	1	5	0	234	0	0	0	0	0	0	0	10	1	221	0	0	0	0	0	1	1	0	0	0	4	4
MEI1	ENSG00000167077	ENST00000403492	protein_coding	0	1	0	59	0	0	0	0	0	0	0	10	0	30	0	0	0	0	0	0	0	0	0	0	1	19
MEI1	ENSG00000167077	ENST00000423900	protein_coding	0	0	0	27	0	0	0	0	0	0	0	10	0	7	0	0	0	0	0	0	0	0	0	0	0	10
MEI1	ENSG00000167077	ENST00000460702	retained_intron	0	0	0	29	0	0	0	0	0	0	0	15	0	6	0	1	0	0	0	0	0	0	0	0	0	7
MEI1	ENSG00000167077	ENST00000462246	processed_transcript	0	0	0	46	0	0	0	0	0	0	0	11	0	21	0	1	0	0	0	0	0	0	0	0	0	13
MEI1	ENSG00000167077	ENST00000462450	retained_intron	0	0	0	43	0	0	0	0	0	0	0	10	0	19	0	2	0	0	0	0	0	0	0	0	0	12
MEI1	ENSG00000167077	ENST00000473736	retained_intron	0	0	0	42	0	0	0	0	0	0	0	12	0	17	0	1	0	0	0	0	0	0	0	0	0	12
MEI1	ENSG00000167077	ENST00000476614	processed_transcript	0	0	0	59	0	0	0	0	0	0	0	12	0	33	0	2	0	0	0	0	0	0	0	0	0	12
MEI1	ENSG00000167077	ENST00000476893	processed_transcript	0	0	0	59	0	0	0	0	0	0	0	9	0	29	0	4	0	0	0	0	0	0	0	0	0	17
MEI1	ENSG00000167077	ENST00000482055	processed_transcript	0	0	0	59	0	0	0	0	0	0	0	12	0	33	0	2	0	0	0	0	0	0	0	0	0	12
MEI1	ENSG00000167077	ENST00000484966	processed_transcript	0	0	0	51	0	0	0	0	0	0	0	6	0	24	0	4	0	0	0	0	0	0	0	0	0	17
MEI1	ENSG00000167077	ENST00000487535	processed_transcript	0	0	0	60	0	0	0	0	0	0	0	10	0	29	0	4	0	0	0	0	0	0	0	0	0	17
MEI1	ENSG00000167077	ENST00000492484	processed_transcript	0	1	0	39	0	0	0	0	0	0	0	6	0	21	0	2	0	0	0	1	0	0	0	0	0	11
MEI1	ENSG00000167077	ENST00000498456	processed_transcript	0	0	0	46	0	0	0	0	0	0	0	9	0	23	0	1	0	0	0	0	0	0	0	0	0	13
MEI1	ENSG00000167077	ENST00000540833	protein_coding	0	3	0	167	0	0	1	0	0	0	0	10	0	153	0	0	0	0	0	1	0	0	0	0	2	4
MFNG	ENSG00000100060	ENST00000356998	protein_coding	0	0	0	4	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MFNG	ENSG00000100060	ENST00000416983	protein_coding	0	0	0	4	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MFNG	ENSG00000100060	ENST00000424765	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MFNG	ENSG00000100060	ENST00000430411	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MFNG	ENSG00000100060	ENST00000436341	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MFNG	ENSG00000100060	ENST00000438891	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MFNG	ENSG00000100060	ENST00000442496	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MFNG	ENSG00000100060	ENST00000454291	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFNG	ENSG00000100060	ENST00000466943	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MFNG	ENSG00000100060	ENST00000489515	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGAT3	ENSG00000128268	ENST00000341184	protein_coding	0	0	0	42	0	0	0	0	0	0	0	3	0	32	0	0	0	0	0	0	0	0	0	0	0	7
MGAT3	ENSG00000128268	ENST00000418314	protein_coding	0	1	0	14	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	6
MGAT3	ENSG00000128268	ENST00000429402	protein_coding	0	0	0	16	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0
MGAT3-AS1	ENSG00000227188	ENST00000432239	antisense	0	0	0	10	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	5
MIAT	ENSG00000225783	ENST00000413665	lincRNA	0	0	0	60	0	0	0	0	0	0	0	18	0	26	0	3	0	0	0	0	0	0	0	0	0	13
MIAT	ENSG00000225783	ENST00000418918	lincRNA	0	0	0	85	0	0	0	0	0	0	0	20	0	56	0	1	0	0	0	0	0	0	0	0	0	8
MIAT	ENSG00000225783	ENST00000419237	lincRNA	0	0	0	59	0	0	0	0	0	0	0	18	0	26	0	2	0	0	0	0	0	0	0	0	0	13
MIAT	ENSG00000225783	ENST00000421867	lincRNA	0	0	0	85	0	0	0	0	0	0	0	19	0	56	0	2	0	0	0	0	0	0	0	0	0	8
MIAT	ENSG00000225783	ENST00000422403	lincRNA	0	0	0	59	0	0	0	0	0	0	0	20	0	27	0	0	0	0	0	0	0	0	0	0	0	12
MIAT	ENSG00000225783	ENST00000425476	lincRNA	0	0	0	59	0	0	0	0	0	0	0	20	0	27	0	0	0	0	0	0	0	0	0	0	0	12
MIAT	ENSG00000225783	ENST00000430483	lincRNA	0	0	0	83	0	0	0	0	0	0	0	20	0	55	0	1	0	0	0	0	0	0	0	0	0	7
MIAT	ENSG00000225783	ENST00000436238	lincRNA	0	0	0	60	0	0	0	0	0	0	0	18	0	27	0	3	0	0	0	0	0	0	0	0	0	12
MIAT	ENSG00000225783	ENST00000439738	lincRNA	0	0	0	59	0	0	0	0	0	0	0	19	0	27	0	1	0	0	0	0	0	0	0	0	0	12
MIAT	ENSG00000225783	ENST00000440347	lincRNA	0	0	0	83	0	0	0	0	0	0	0	20	0	56	0	0	0	0	0	0	0	0	0	0	0	7
MIAT	ENSG00000225783	ENST00000449717	lincRNA	0	0	0	59	0	0	0	0	0	0	0	20	0	24	0	2	0	0	0	0	0	0	0	0	0	13
MIAT	ENSG00000225783	ENST00000450203	lincRNA	0	0	0	83	0	0	0	0	0	0	0	19	0	56	0	1	0	0	0	0	0	0	0	0	0	7
MIAT	ENSG00000225783	ENST00000451141	lincRNA	0	0	0	59	0	0	0	0	0	0	0	19	0	27	0	1	0	0	0	0	0	0	0	0	0	12
MIAT	ENSG00000225783	ENST00000452429	lincRNA	0	0	0	59	0	0	0	0	0	0	0	18	0	27	0	2	0	0	0	0	0	0	0	0	0	12
MIAT	ENSG00000225783	ENST00000453023	lincRNA	0	0	0	59	0	0	0	0	0	0	0	20	0	26	0	0	0	0	0	0	0	0	0	0	0	13
MIAT	ENSG00000225783	ENST00000455640	lincRNA	0	0	0	59	0	0	0	0	0	0	0	19	0	27	0	1	0	0	0	0	0	0	0	0	0	12
MIAT	ENSG00000225783	ENST00000458302	lincRNA	0	0	0	59	0	0	0	0	0	0	0	19	0	25	0	2	0	0	0	0	0	0	0	0	0	13
MIAT	ENSG00000225783	ENST00000613780	lincRNA	0	0	0	93	0	0	0	0	0	0	0	18	0	32	0	30	0	0	0	0	0	0	0	0	0	13
MIAT	ENSG00000225783	ENST00000616213	lincRNA	0	0	0	93	0	0	0	0	0	0	0	18	0	32	0	30	0	0	0	0	0	0	0	0	0	13
MIAT	ENSG00000225783	ENST00000616469	lincRNA	0	0	0	93	0	0	0	0	0	0	0	18	0	32	0	30	0	0	0	0	0	0	0	0	0	13
MIAT	ENSG00000225783	ENST00000620145	lincRNA	0	0	0	93	0	0	0	0	0	0	0	18	0	32	0	30	0	0	0	0	0	0	0	0	0	13
MIATNB	ENSG00000244625	ENST00000417083	lincRNA	0	1	0	34	0	0	0	0	0	0	0	8	0	18	0	0	0	0	0	1	0	0	0	0	0	9
MIATNB	ENSG00000244625	ENST00000421253	lincRNA	0	1	0	139	0	0	0	0	0	0	0	15	0	109	0	0	0	0	0	1	0	0	0	0	0	16
MIATNB	ENSG00000244625	ENST00000435162	lincRNA	0	0	0	239	0	0	0	0	0	0	0	6	0	216	0	1	0	0	0	0	0	0	0	0	0	16
MIATNB	ENSG00000244625	ENST00000437071	lincRNA	0	0	0	241	0	0	0	0	0	0	0	6	0	218	0	1	0	0	0	0	0	0	0	0	0	16
MIATNB	ENSG00000244625	ENST00000440816	lincRNA	0	1	0	235	0	0	0	0	0	0	0	5	0	214	0	1	0	0	0	1	0	0	0	0	0	16
MIATNB	ENSG00000244625	ENST00000444388	lincRNA	0	0	0	176	0	0	0	0	0	0	0	11	0	146	0	1	0	0	0	0	0	0	0	0	0	18
MIATNB	ENSG00000244625	ENST00000446336	lincRNA	0	0	0	75	0	0	0	0	0	0	0	6	0	59	0	0	0	0	0	0	0	0	0	0	0	10
MIATNB	ENSG00000244625	ENST00000449017	lincRNA	0	0	0	139	0	0	0	0	0	0	0	20	0	103	0	0	0	0	0	0	0	0	0	0	0	16
MIATNB	ENSG00000244625	ENST00000450963	lincRNA	0	0	0	238	0	0	0	0	0	0	0	6	0	213	0	1	0	0	0	0	0	0	0	0	0	18
MIAT_exon1	ENSG00000278404	ENST00000617016	misc_RNA	0	0	0	31	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	13
MIAT_exon5_1	ENSG00000277941	ENST00000618919	misc_RNA	0	0	0	32	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	18
MIAT_exon5_2	ENSG00000275942	ENST00000613562	misc_RNA	0	0	0	32	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	20
MIAT_exon5_3	ENSG00000276991	ENST00000613656	misc_RNA	0	0	0	31	0	0	0	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	0	16
MICAL3	ENSG00000243156	ENST00000252134	retained_intron	0	0	0	16	0	0	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	2
MICAL3	ENSG00000243156	ENST00000383094	protein_coding	0	0	1	108	0	0	0	0	0	0	0	13	0	87	1	0	0	0	0	0	0	0	0	0	0	8
MICAL3	ENSG00000243156	ENST00000400561	protein_coding	0	0	0	135	0	0	0	0	0	0	0	21	0	106	0	0	0	0	0	0	0	0	0	0	0	8
MICAL3	ENSG00000243156	ENST00000414725	protein_coding	0	0	1	111	4	0	0	0	0	0	0	12	0	87	1	0	0	0	0	0	0	0	0	0	0	8
MICAL3	ENSG00000243156	ENST00000424046	protein_coding	0	0	0	198	0	0	1	0	0	0	0	3	0	184	0	0	0	0	0	0	0	0	0	0	0	10
MICAL3	ENSG00000243156	ENST00000441493	protein_coding	0	3	1	523	9	0	0	0	0	0	0	5	0	481	1	0	0	0	0	0	0	0	0	0	3	28
MICAL3	ENSG00000243156	ENST00000461307	protein_coding	0	0	0	65	5	0	0	0	0	0	0	3	0	53	0	0	0	0	0	0	0	0	0	0	0	4
MICAL3	ENSG00000243156	ENST00000462645	processed_transcript	0	0	0	30	0	0	0	0	0	0	0	4	0	16	0	1	0	0	0	0	0	0	0	0	0	9
MICAL3	ENSG00000243156	ENST00000465886	processed_transcript	0	0	0	25	0	0	0	0	0	0	0	10	0	4	0	1	0	0	0	0	0	0	0	0	0	10
MICAL3	ENSG00000243156	ENST00000495076	nonsense_mediated_decay	0	0	0	299	5	0	1	0	0	0	0	14	0	271	0	0	0	0	0	0	0	0	0	0	0	8
MICAL3	ENSG00000243156	ENST00000498345	processed_transcript	0	0	0	24	0	0	0	0	0	0	0	10	0	4	0	1	0	0	0	0	0	0	0	0	0	9
MICAL3	ENSG00000243156	ENST00000498573	protein_coding	0	0	0	83	0	0	0	0	0	0	0	17	0	52	0	0	0	0	0	0	0	0	0	0	0	14
MICAL3	ENSG00000243156	ENST00000577821	protein_coding	0	1	0	79	0	0	0	0	0	0	0	12	0	53	0	0	0	0	0	0	0	0	0	0	1	14
MICAL3	ENSG00000243156	ENST00000578905	retained_intron	0	0	0	26	0	0	0	0	0	0	0	12	0	0	0	6	0	0	0	0	0	0	0	0	0	8
MICAL3	ENSG00000243156	ENST00000578984	protein_coding	0	0	0	83	0	0	0	0	0	0	0	17	0	52	0	0	0	0	0	0	0	0	0	0	0	14
MICAL3	ENSG00000243156	ENST00000579997	protein_coding	0	0	0	78	0	0	0	0	0	0	0	10	0	53	0	0	0	0	0	0	0	0	0	0	0	15
MICAL3	ENSG00000243156	ENST00000580469	processed_transcript	0	0	0	76	0	0	0	0	0	0	0	12	0	34	0	12	0	0	0	0	0	0	0	0	0	18
MICAL3	ENSG00000243156	ENST00000584751	protein_coding	0	0	0	43	0	0	0	0	0	0	0	4	0	18	0	0	0	0	0	0	0	0	0	0	0	21
MICAL3	ENSG00000243156	ENST00000585038	protein_coding	0	0	0	76	0	0	0	0	0	0	0	6	0	62	0	0	0	0	0	0	0	0	0	0	0	8
MICALL1	ENSG00000100139	ENST00000215957	protein_coding	0	0	0	18	0	0	0	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0	0	0	3
MICALL1	ENSG00000100139	ENST00000402631	processed_transcript	0	0	0	7	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	3
MICALL1	ENSG00000100139	ENST00000424008	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MICALL1	ENSG00000100139	ENST00000445494	protein_coding	0	0	0	12	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	3
MICALL1	ENSG00000100139	ENST00000454685	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
MICALL1	ENSG00000100139	ENST00000489812	processed_transcript	0	0	0	11	0	0	0	0	0	0	0	3	0	5	0	1	0	0	0	0	0	0	0	0	0	2
MIEF1	ENSG00000100335	ENST00000325301	protein_coding	0	0	0	22	4	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	6
MIEF1	ENSG00000100335	ENST00000402881	protein_coding	0	0	0	21	0	0	0	0	0	0	0	5	0	12	0	0	0	0	0	0	0	0	0	0	0	4
MIEF1	ENSG00000100335	ENST00000404569	protein_coding	0	0	0	19	0	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	0	0	0	0	6
MIEF1	ENSG00000100335	ENST00000428069	nonsense_mediated_decay	0	0	0	19	0	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	0	0	0	0	6
MIEF1	ENSG00000100335	ENST00000433117	nonsense_mediated_decay	0	0	0	20	1	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	0	0	0	0	6
MIEF1	ENSG00000100335	ENST00000434364	protein_coding	0	0	0	16	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	6
MIEF1	ENSG00000100335	ENST00000464629	processed_transcript	0	0	0	14	0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	2
MIEF1	ENSG00000100335	ENST00000465564	processed_transcript	0	0	0	11	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	4
MIEF1	ENSG00000100335	ENST00000467866	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	3
MIEF1	ENSG00000100335	ENST00000478342	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	6
MIEF1	ENSG00000100335	ENST00000479514	processed_transcript	0	0	0	12	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	5
MIEF1	ENSG00000100335	ENST00000481746	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	6
MIEF1	ENSG00000100335	ENST00000489792	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6
MIEF1	ENSG00000100335	ENST00000494219	retained_intron	0	0	0	13	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	6
MIEF1	ENSG00000100335	ENST00000637854	protein_coding	0	0	0	12	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
MIF	ENSG00000240972	ENST00000215754	protein_coding	0	1	0	45	0	0	1	0	0	0	0	14	0	2	0	0	0	0	0	1	0	0	0	0	0	29
MIF	ENSG00000240972	ENST00000465752	retained_intron	0	0	0	46	0	0	0	0	0	0	0	14	0	1	0	1	0	0	0	0	0	0	0	0	0	30
MIF	ENSG00000240972	ENST00000498385	retained_intron	0	1	0	45	0	0	0	0	0	0	0	14	0	1	0	0	0	0	0	1	0	0	0	0	0	31
MIF-AS1	ENSG00000218537	ENST00000406213	antisense	0	0	0	51	0	0	0	0	0	0	0	30	0	9	0	5	0	0	0	0	0	0	0	0	0	7
MIOX	ENSG00000100253	ENST00000216075	protein_coding	2	2	0	26	1	0	0	0	0	0	0	13	0	7	0	0	0	0	0	1	0	0	0	2	1	6
MIOX	ENSG00000100253	ENST00000395732	protein_coding	0	2	0	28	2	0	0	0	0	0	0	14	0	7	0	0	0	0	0	1	0	0	0	0	1	6
MIOX	ENSG00000100253	ENST00000395733	protein_coding	0	1	0	27	1	0	0	0	0	0	0	13	0	8	0	0	0	0	0	1	0	0	0	0	0	6
MIOX	ENSG00000100253	ENST00000451761	protein_coding	0	1	0	27	1	0	0	0	0	0	0	13	0	5	0	0	0	0	0	0	0	0	0	0	1	8
MIR1249	ENSG00000221598	ENST00000408671	miRNA	0	0	0	17	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MIR1286	ENSG00000221039	ENST00000408112	miRNA	0	0	0	9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5
MIR130B	ENSG00000207751	ENST00000385018	miRNA	0	0	0	28	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	16
MIR130B	ENSG00000207751	ENST00000498589	processed_transcript	0	0	0	82	0	0	0	0	0	0	0	11	0	49	0	3	0	0	0	0	0	0	0	0	0	19
MIR185	ENSG00000208023	ENST00000385288	miRNA	0	0	0	26	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	14
MIR301B	ENSG00000212102	ENST00000390813	miRNA	0	0	0	31	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	17
MIR3198-1	ENSG00000264757	ENST00000583102	miRNA	0	0	0	23	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	11
MIR3199-1	ENSG00000264073	ENST00000582434	miRNA	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MIR3199-2	ENSG00000283225	ENST00000636243	miRNA	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MIR3200	ENSG00000264661	ENST00000580767	miRNA	0	0	0	10	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7
MIR3201	ENSG00000266508	ENST00000578320	miRNA	0	0	0	15	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5
MIR33A	ENSG00000207932	ENST00000385197	miRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3619	ENSG00000266533	ENST00000579667	miRNA	0	0	0	19	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	6
MIR3653	ENSG00000280968	ENST00000625572	miRNA	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MIR3667	ENSG00000264139	ENST00000581025	miRNA	0	0	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MIR3909	ENSG00000266320	ENST00000579518	miRNA	0	0	0	15	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	6
MIR3928	ENSG00000264141	ENST00000583386	miRNA	0	0	0	15	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	9
MIR4534	ENSG00000279010	ENST00000578108	miRNA	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR4534	ENSG00000279010	ENST00000611508	miRNA	0	0	0	11	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8
MIR4534	ENSG00000279010	ENST00000623111	sense_overlapping	0	0	0	50	0	0	0	0	0	0	0	4	0	0	0	43	0	0	0	0	0	0	0	0	0	3
MIR4535	ENSG00000266887	ENST00000580946	miRNA	0	0	0	34	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	14
MIR4762	ENSG00000264160	ENST00000585261	miRNA	0	0	0	11	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6
MIR4764	ENSG00000266012	ENST00000580680	miRNA	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7
MIR4766	ENSG00000266594	ENST00000584704	miRNA	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5
MIR548J	ENSG00000221760	ENST00000408833	miRNA	0	0	0	42	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	17
MIR5571	ENSG00000264824	ENST00000577998	miRNA	0	0	0	43	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	35
MIR5739	ENSG00000276162	ENST00000619803	miRNA	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR6069	ENSG00000274280	ENST00000620069	miRNA	0	0	0	17	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	10
MIR648	ENSG00000207780	ENST00000385046	miRNA	0	0	0	24	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	19
MIR649	ENSG00000207575	ENST00000384843	miRNA	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8
MIR659	ENSG00000207696	ENST00000384963	miRNA	0	0	0	9	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MIR6816	ENSG00000278278	ENST00000620368	miRNA	0	0	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR6817	ENSG00000277872	ENST00000615588	miRNA	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR6818	ENSG00000275818	ENST00000621576	miRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MIR6819	ENSG00000278420	ENST00000622122	miRNA	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MIR6821	ENSG00000276753	ENST00000617625	miRNA	0	0	0	23	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	7
MIR6889	ENSG00000274552	ENST00000613185	miRNA	0	0	0	13	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6
MIRLET7BHG	ENSG00000197182	ENST00000360737	lincRNA	0	0	0	88	0	0	0	0	0	0	0	5	0	61	0	15	0	0	0	0	0	0	0	0	0	7
MIRLET7BHG	ENSG00000197182	ENST00000362116	miRNA	0	0	0	25	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	18
MIRLET7BHG	ENSG00000197182	ENST00000381051	lincRNA	0	0	0	108	0	0	0	0	0	0	0	15	0	77	0	5	0	0	0	0	0	0	0	0	0	11
MIRLET7BHG	ENSG00000197182	ENST00000385140	miRNA	0	0	0	19	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	14
MIRLET7BHG	ENSG00000197182	ENST00000435439	lincRNA	0	0	0	87	0	0	0	0	0	0	0	14	0	60	0	6	0	0	0	0	0	0	0	0	0	7
MIRLET7BHG	ENSG00000197182	ENST00000443490	lincRNA	0	0	0	49	0	0	0	0	0	0	0	10	0	33	0	1	0	0	0	0	0	0	0	0	0	5
MIRLET7BHG	ENSG00000197182	ENST00000581461	miRNA	0	0	0	19	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	14
MKL1	ENSG00000196588	ENST00000355630	protein_coding	0	10	0	119	0	0	0	0	0	0	0	0	0	115	0	0	9	0	0	0	0	0	0	0	1	4
MKL1	ENSG00000196588	ENST00000396617	protein_coding	0	1	0	119	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	1	4
MKL1	ENSG00000196588	ENST00000402042	protein_coding	0	1	0	119	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	1	4
MKL1	ENSG00000196588	ENST00000402630	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	3
MKL1	ENSG00000196588	ENST00000407029	protein_coding	0	1	0	20	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	3
MKL1	ENSG00000196588	ENST00000422851	protein_coding	0	0	0	49	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	8
MKL1	ENSG00000196588	ENST00000463769	processed_transcript	0	0	0	104	0	0	0	0	0	0	0	2	0	98	0	0	0	0	0	0	0	0	0	0	0	4
MKL1	ENSG00000196588	ENST00000466278	processed_transcript	0	0	0	81	0	0	0	0	0	0	0	3	0	74	0	0	0	0	0	0	0	0	0	0	0	4
MKL1	ENSG00000196588	ENST00000477468	retained_intron	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
MKL1	ENSG00000196588	ENST00000614754	protein_coding	0	1	0	11	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	2
MKL1	ENSG00000196588	ENST00000618196	protein_coding	0	1	0	55	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	1	8
MKL1	ENSG00000196588	ENST00000618417	protein_coding	0	0	0	75	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	2
